Caso;Falta;Localizacao;Contingencia;Fase;TensaoModuloCurto;TensaoAnguloCurto;CorrenteModuloCurto;CorrenteAnguloCurto;BarraOrigem;TensaoModuloOrigem;TensaoAnguloOrigem;BarraDestino;TensaoModuloDestino;TensaoAnguloDestino;Circuito;CorrenteModuloCircuito;CorrenteAnguloCircuito;Identificacao;Impedancia_Ponto;Impedancia_Mod;Impedancia_Ang
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5243 NATAL2-RN069;0.866;0.0;5276 NTDT1--RN000;1.0;0.0;1T(;0.0;0.0;1T(-5243-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5243 NATAL2-RN069;0.866;-180.0;5276 NTDT1--RN000;0.5;-180.0;1T(;0.0;0.0;1T(-5243-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5243 NATAL2-RN069;0.0;0.0;5276 NTDT1--RN000;0.5;-180.0;1T(;0.0;0.0;1T(-5243-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5243 NATAL2-RN069;0.5;-30.0;5276 NTDT1--RN000;0.5;-0.0;1T(;0.0;0.0;1T(-5243-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5243 NATAL2-RN069;0.5;30.0;5276 NTDT1--RN000;0.5;0.0;1T(;0.0;0.0;1T(-5243-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(;0.0;0.0;1T(-5243-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5243 NATAL2-RN069;0.866;0.0;0 -REFERENCIA-;1.0;-30.0;1H(EQUIV.;0.0;0.0;UIV.-5243-0-1H;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5243 NATAL2-RN069;0.866;-180.0;0 -REFERENCIA-;1.0;-150.0;1H(EQUIV.;0.0;0.0;UIV.-5243-0-1H;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5243 NATAL2-RN069;0.0;0.0;0 -REFERENCIA-;1.0;90.0;1H(EQUIV.;0.0;0.0;UIV.-5243-0-1H;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5243 NATAL2-RN069;0.5;-30.0;0 -REFERENCIA-;1.0;-30.0;1H(EQUIV.;0.0;0.0;UIV.-5243-0-1H;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5243 NATAL2-RN069;0.5;30.0;0 -REFERENCIA-;0.0;0.0;1H(EQUIV.;0.0;0.0;UIV.-5243-0-1H;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;0 -REFERENCIA-;0.0;0.0;1H(EQUIV.;0.0;0.0;UIV.-5243-0-1H;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5245 NATAL3-RN230;1.0;-0.0;43993 NTT-T1-RN000;1.0;-0.0;1T(04T1;0.0;0.0;04T1-5245-4399-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5245 NATAL3-RN230;0.524;-165.4;43993 NTT-T1-RN000;0.56;-154.1;1T(04T1;304.0;-177.8;04T1-5245-4399-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5245 NATAL3-RN230;0.511;165.0;43993 NTT-T1-RN000;0.554;153.8;1T(04T1;-304.0;-177.8;04T1-5245-4399-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5245 NATAL3-RN230;0.576;-0.4;43993 NTT-T1-RN000;0.641;-0.2;1T(04T1;175.0;-87.8;04T1-5245-4399-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5245 NATAL3-RN230;0.424;0.5;43993 NTT-T1-RN000;0.359;0.3;1T(04T1;-175.0;-87.8;04T1-5245-4399-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5245 NATAL3-RN230;0.0;0.0;43993 NTT-T1-RN000;0.0;0.0;1T(04T1;0.0;0.0;04T1-5245-4399-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5245 NATAL3-RN230;1.0;-0.0;6131 EXTREM-RN230;1.0;-0.0;3L(04F3;0.0;0.0;04F3-5245-6131-3L;AB;52.62;179.31
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5245 NATAL3-RN230;0.524;-165.4;6131 EXTREM-RN230;0.595;-149.5;3L(04F3;3817.0;-174.3;04F3-5245-6131-3L;AN;9999.99;0.0
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5245 NATAL3-RN230;0.511;165.0;6131 EXTREM-RN230;0.574;148.2;3L(04F3;-3817.0;-174.3;04F3-5245-6131-3L;BC;4.6;-98.56
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5245 NATAL3-RN230;0.576;-0.4;6131 EXTREM-RN230;0.675;-0.6;3L(04F3;2204.0;-84.3;04F3-5245-6131-3L;BN;18.21;-171.09
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5245 NATAL3-RN230;0.424;0.5;6131 EXTREM-RN230;0.326;1.3;3L(04F3;-2204.0;-84.3;04F3-5245-6131-3L;CA;52.16;-10.75
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5245 NATAL3-RN230;0.0;0.0;6131 EXTREM-RN230;0.0;0.0;3L(04F3;0.0;0.0;04F3-5245-6131-3L;CN;17.77;-20.67
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5245 NATAL3-RN230;1.0;-0.0;6131 EXTREM-RN230;1.0;-0.0;4L(04F4;0.0;0.0;04F4-5245-6131-4L;AB;52.62;179.31
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5245 NATAL3-RN230;0.524;-165.4;6131 EXTREM-RN230;0.595;-149.5;4L(04F4;3817.0;-174.3;04F4-5245-6131-4L;AN;9999.99;0.0
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5245 NATAL3-RN230;0.511;165.0;6131 EXTREM-RN230;0.574;148.2;4L(04F4;-3817.0;-174.3;04F4-5245-6131-4L;BC;4.6;-98.56
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5245 NATAL3-RN230;0.576;-0.4;6131 EXTREM-RN230;0.675;-0.6;4L(04F4;2204.0;-84.3;04F4-5245-6131-4L;BN;18.21;-171.09
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5245 NATAL3-RN230;0.424;0.5;6131 EXTREM-RN230;0.326;1.3;4L(04F4;-2204.0;-84.3;04F4-5245-6131-4L;CA;52.16;-10.75
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5245 NATAL3-RN230;0.0;0.0;6131 EXTREM-RN230;0.0;0.0;4L(04F4;0.0;0.0;04F4-5245-6131-4L;CN;17.77;-20.67
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5245 NATAL3-RN230;1.0;-0.0;43995 NTT-T2-RN000;1.0;-0.0;2T(04T2;0.0;0.0;04T2-5245-4399-2T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5245 NATAL3-RN230;0.524;-165.4;43995 NTT-T2-RN000;0.563;-153.6;2T(04T2;304.0;-179.0;04T2-5245-4399-2T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5245 NATAL3-RN230;0.511;165.0;43995 NTT-T2-RN000;0.555;153.1;2T(04T2;-304.0;-179.0;04T2-5245-4399-2T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5245 NATAL3-RN230;0.576;-0.4;43995 NTT-T2-RN000;0.645;-0.2;2T(04T2;175.0;-89.0;04T2-5245-4399-2T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5245 NATAL3-RN230;0.424;0.5;43995 NTT-T2-RN000;0.355;0.4;2T(04T2;-175.0;-89.0;04T2-5245-4399-2T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5245 NATAL3-RN230;0.0;0.0;43995 NTT-T2-RN000;0.0;0.0;2T(04T2;0.0;0.0;04T2-5245-4399-2T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5245 NATAL3-RN230;1.0;-0.0;5241 NATAL2-RN230;1.0;-0.0;3L(04N3;0.0;0.0;04N3-5245-5241-3L;AB;47.09;-0.26
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5245 NATAL3-RN230;0.524;-165.4;5241 NATAL2-RN230;0.5;-180.0;3L(04N3;-4265.0;-174.7;04N3-5245-5241-3L;AN;9999.99;0.0
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5245 NATAL3-RN230;0.511;165.0;5241 NATAL2-RN230;0.5;180.0;3L(04N3;4265.0;-174.7;04N3-5245-5241-3L;BC;4.11;81.87
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5245 NATAL3-RN230;0.576;-0.4;5241 NATAL2-RN230;0.5;-0.0;3L(04N3;-2462.0;-84.7;04N3-5245-5241-3L;BN;16.3;9.33
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5245 NATAL3-RN230;0.424;0.5;5241 NATAL2-RN230;0.5;-0.0;3L(04N3;2462.0;-84.7;04N3-5245-5241-3L;CA;46.68;169.68
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5245 NATAL3-RN230;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;3L(04N3;0.0;0.0;04N3-5245-5241-3L;CN;15.9;159.75
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5245 NATAL3-RN230;1.0;-0.0;5241 NATAL2-RN230;1.0;-0.0;4L(04N4;0.0;0.0;04N4-5245-5241-4L;AB;47.09;-0.26
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5245 NATAL3-RN230;0.524;-165.4;5241 NATAL2-RN230;0.5;-180.0;4L(04N4;-4265.0;-174.7;04N4-5245-5241-4L;AN;9999.99;0.0
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5245 NATAL3-RN230;0.511;165.0;5241 NATAL2-RN230;0.5;180.0;4L(04N4;4265.0;-174.7;04N4-5245-5241-4L;BC;4.11;81.87
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5245 NATAL3-RN230;0.576;-0.4;5241 NATAL2-RN230;0.5;-0.0;4L(04N4;-2462.0;-84.7;04N4-5245-5241-4L;BN;16.3;9.33
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5245 NATAL3-RN230;0.424;0.5;5241 NATAL2-RN230;0.5;-0.0;4L(04N4;2462.0;-84.7;04N4-5245-5241-4L;CA;46.68;169.68
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5245 NATAL3-RN230;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;4L(04N4;0.0;0.0;04N4-5245-5241-4L;CN;15.9;159.75
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5245 NATAL3-RN230;1.0;-0.0;5246 NATAL3-RN069;0.874;-9.0;3T(;0.0;0.0;3T(-5245-5246-3T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5245 NATAL3-RN230;0.524;-165.4;5246 NATAL3-RN069;0.879;-171.1;3T(;290.0;-178.3;3T(-5245-5246-3T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5245 NATAL3-RN230;0.511;165.0;5246 NATAL3-RN069;0.273;88.8;3T(;-290.0;-178.3;3T(-5245-5246-3T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5245 NATAL3-RN230;0.576;-0.4;5246 NATAL3-RN069;0.637;-30.2;3T(;168.0;-88.3;3T(-5245-5246-3T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5245 NATAL3-RN230;0.424;0.5;5246 NATAL3-RN069;0.363;30.4;3T(;-168.0;-88.3;3T(-5245-5246-3T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5245 NATAL3-RN230;0.0;0.0;5246 NATAL3-RN069;0.0;0.0;3T(;0.0;0.0;3T(-5245-5246-3T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;1.0;0.0;0.0;0.0;5277 NTDT1--RN013;1.0;0.0;5276 NTDT1--RN000;1.0;0.0;1T(;0.0;0.0;1T(-5277-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.5;180.0;11292.0;-173.6;5277 NTDT1--RN013;0.5;-180.0;5276 NTDT1--RN000;0.5;-180.0;1T(;0.0;0.0;1T(-5277-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.5;180.0;-11292.0;-173.6;5277 NTDT1--RN013;0.5;-180.0;5276 NTDT1--RN000;0.5;-180.0;1T(;0.0;0.0;1T(-5277-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.5;-0.0;6520.0;-83.6;5277 NTDT1--RN013;0.5;-0.0;5276 NTDT1--RN000;0.5;-0.0;1T(;0.0;0.0;1T(-5277-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.5;-0.0;-6520.0;-83.6;5277 NTDT1--RN013;0.5;0.0;5276 NTDT1--RN000;0.5;0.0;1T(;0.0;0.0;1T(-5277-5276-1T;;;
29;FF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5277 NTDT1--RN013;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(;0.0;0.0;1T(-5277-5276-1T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;-1.1;1L(04N1;1598.0;-80.0;04N1-5241-5254-1L;AB;0.0;-100.07
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.0;0.0;-13039.0;-23.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;-121.1;1L(04N1;-1598.0;-20.0;04N1-5241-5254-1L;AN;0.0;-100.07
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.0;0.0;-13039.0;-143.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;118.9;1L(04N1;-1598.0;-140.0;04N1-5241-5254-1L;BC;0.0;-100.07
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;-1.1;1L(04N1;1598.0;-80.0;04N1-5241-5254-1L;BN;0.0;-100.07
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.0;0.0;1L(04N1;0.0;0.0;04N1-5241-5254-1L;CA;0.0;-100.07
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.0;0.0;1L(04N1;0.0;0.0;04N1-5241-5254-1L;CN;0.0;-100.07
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(04T1;0.0;0.0;04T1-5241-5276-1T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.0;0.0;-13039.0;-23.6;5241 NATAL2-RN230;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(04T1;0.0;0.0;04T1-5241-5276-1T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.0;0.0;-13039.0;-143.6;5241 NATAL2-RN230;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(04T1;0.0;0.0;04T1-5241-5276-1T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(04T1;0.0;0.0;04T1-5241-5276-1T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(04T1;0.0;0.0;04T1-5241-5276-1T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5276 NTDT1--RN000;0.0;0.0;1T(04T1;0.0;0.0;04T1-5241-5276-1T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;-1.1;2L(04N2;1600.0;-80.0;04N2-5241-5254-2L;AB;0.0;-100.09
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.0;0.0;-13039.0;-23.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;-121.1;2L(04N2;-1600.0;-20.0;04N2-5241-5254-2L;AN;0.0;-100.09
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.0;0.0;-13039.0;-143.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;118.9;2L(04N2;-1600.0;-140.0;04N2-5241-5254-2L;BC;0.0;-100.09
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.596;-1.1;2L(04N2;1600.0;-80.0;04N2-5241-5254-2L;BN;0.0;-100.09
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.0;0.0;2L(04N2;0.0;0.0;04N2-5241-5254-2L;CA;0.0;-100.09
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5254 PARAIS-RN230;0.0;0.0;2L(04N2;0.0;0.0;04N2-5241-5254-2L;CN;0.0;-100.09
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;0 REATOR_LINHA;0.0;0.0;10R(;0.0;0.0;10R(-5241-0-10;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.0;0.0;-13039.0;-23.6;5241 NATAL2-RN230;0.0;0.0;0 REATOR_LINHA;0.0;0.0;10R(;0.0;0.0;10R(-5241-0-10;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.0;0.0;-13039.0;-143.6;5241 NATAL2-RN230;0.0;0.0;0 REATOR_LINHA;0.0;0.0;10R(;0.0;0.0;10R(-5241-0-10;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;0 REATOR_LINHA;0.0;0.0;10R(;0.0;0.0;10R(-5241-0-10;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;0 REATOR_LINHA;0.0;0.0;10R(;0.0;0.0;10R(-5241-0-10;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;0 REATOR_LINHA;0.0;0.0;10R(;0.0;0.0;10R(-5241-0-10;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;2T(04T2;0.0;0.0;04T2-5241-5243-2T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.0;0.0;-13039.0;-23.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;2T(04T2;0.0;0.0;04T2-5241-5243-2T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.0;0.0;-13039.0;-143.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;2T(04T2;0.0;0.0;04T2-5241-5243-2T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;2T(04T2;0.0;0.0;04T2-5241-5243-2T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;2T(04T2;0.0;0.0;04T2-5241-5243-2T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;2T(04T2;0.0;0.0;04T2-5241-5243-2T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;3T(04T3;0.0;0.0;04T3-5241-5243-3T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.0;0.0;-13039.0;-23.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;3T(04T3;0.0;0.0;04T3-5241-5243-3T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.0;0.0;-13039.0;-143.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;3T(04T3;0.0;0.0;04T3-5241-5243-3T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;3T(04T3;0.0;0.0;04T3-5241-5243-3T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;3T(04T3;0.0;0.0;04T3-5241-5243-3T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;3T(04T3;0.0;0.0;04T3-5241-5243-3T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;A;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;4T(04T4;0.0;0.0;04T4-5241-5243-4T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;B;0.0;0.0;-13039.0;-23.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;4T(04T4;0.0;0.0;04T4-5241-5243-4T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;C;0.0;0.0;-13039.0;-143.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;4T(04T4;0.0;0.0;04T4-5241-5243-4T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;P;0.0;0.0;13039.0;-83.6;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;4T(04T4;0.0;0.0;04T4-5241-5243-4T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;N;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;4T(04T4;0.0;0.0;04T4-5241-5243-4T;;;
30;FFF;5241 NATAL2-RN230;Close-in Loc  5241: 5245: 4L;Z;0.0;0.0;0.0;0.0;5241 NATAL2-RN230;0.0;0.0;5243 NATAL2-RN069;0.0;0.0;4T(04T4;0.0;0.0;04T4-5241-5243-4T;;;
